MMSI,Time,SOG,Longitude,Latitude,COG
503,19900207_205348,10,-14.5991333,8.40555,297
676,19900207_205419,12.9,-14.701475,8.50042333,292.6
344,19900207_205420,20.5,-14.9118567,8.5102,269.8
344,19900207_205426,20.5,-14.912855,8.51020167,270.7
676,19900207_205439,12.9,-14.7031333,8.50087667,292.3
344,19900207_205444,20.6,-14.9154383,8.510215,269.1
503,19900207_210946,9.3,-14.6593333,8.42296667,290.9
503,19900207_210946,9.3,-14.6593333,8.42296667,290.9
166,19900207_210954,6.7,-14.24005,8.32351667,119
166,19900207_210954,6.7,-14.24005,8.32351667,119
1,19900207_211014,0,-14.6128333,8.368,13.1
1,19900207_211014,0,-14.6128333,8.368,13.1
272,19900207_211033,0,-14.61245,8.36710167,112.6
272,19900207_211033,0,-14.61245,8.36710167,112.6
606,19900207_211052,14.3,-14.9932633,8.4747,87.9
606,19900207_211052,14.3,-14.9932633,8.4747,87.9
1,19900207_215453,0,-14.6128567,8.36796833,22.2
1,19900207_215713,0,-14.6128417,8.36800667,20.5
281,19900207_215800,12.6,-13.81037,8.272655,277.3
709,19900207_215804,12.8,-14.6396917,8.48598167,290.9
281,19900207_224441,13,-14.0513667,8.31496,295.1
893,19900207_224523,11.2,-14.9551167,8.98056667,263
503,19900207_224726,9.8,-14.9788667,8.32916667,203.4
709,19900207_224743,12.7,-14.8938083,8.51752167,272.2
606,19900207_224802,12.7,-14.446635,8.38783,114.6
272,19900207_224832,0,-14.61248,8.367045,54.4
606,19900207_224843,12.8,-14.4432883,8.3868,114.7
457,19900208_002114,21,-14.497,8.45533333,295
457,19900208_002114,21,-14.497,8.45533333,295
281,19900208_002119,13.1,-14.53367,8.45554167,295.3
281,19900208_002119,13.1,-14.53367,8.45554167,295.3
606,19900208_002122,13,-13.9849883,8.24415,114.9
606,19900208_002122,13,-13.9849883,8.24415,114.9
923,19900208_002429,13.8,-13.989,8.30076667,293
923,19900208_002429,13.8,-13.989,8.30076667,293
1,19900208_002432,0.1,-14.6128317,8.36795,5.2
1,19900208_002432,0.1,-14.6128317,8.36795,5.2
456,19900208_002631,19.1,-14.8905,8.47983333,92
456,19900208_002631,19.1,-14.8905,8.47983333,92
456,19900208_002731,19,-14.8826667,8.47966667,92
456,19900208_002731,19,-14.8826667,8.47966667,92
893,19900208_031624,12.6,-14.6562167,8.4541,116
272,19900208_031713,0.1,-14.6124567,8.36714333,11.7
501,19900208_093422,6.4,-14.9955633,8.32814333,196.4
1,19900208_093433,0,-14.6128233,8.36795833,351.8
272,19900208_093433,0,-14.6124383,8.36706667,48.4
95,19900208_093438,14.6,-14.9296667,8.5075,278.5
474,19900208_093438,11.5,-14.8578833,8.47518333,89
486,19900208_093439,8.4,-14.11102,8.26476833,113
133,19900208_093548,12.5,-14.7267967,8.47155333,105.8
1,19900208_093554,0,-14.6128417,8.36795333,352.4
501,19900208_093601,6.2,-14.996935,8.32538167,196.4
95,19900208_093602,14.7,-14.9383333,8.5075,278.7
474,19900208_093619,11.5,-14.8497833,8.47521667,88
486,19900208_093619,8.5,-14.1056517,8.263185,114.3
95,19900208_093638,14.8,-14.942,8.5075,278.3
486,19900208_093639,8.4,-14.104565,8.26287333,113.4
133,19900208_093648,12.6,-14.721745,8.47059833,105.2
1,19900208_093713,0,-14.61284,8.367955,26.7
272,19900208_093733,0,-14.612415,8.36697833,31.2
95,19900208_093738,14.8,-14.9483333,8.5075,278.5
474,19900208_093757,11.4,-14.8418833,8.47543333,87
95,19900208_093838,14.9,-14.9545,8.5075,278.8
474,19900208_093857,11.5,-14.8370167,8.47561667,86
133,19900208_093948,12.6,-14.706535,8.46765167,107.6
272,19900208_094013,0,-14.612415,8.36704333,29
1,19900208_094013,0,-14.61281,8.36802333,24.7
1,19900208_094233,0,-14.6127833,8.36793,31.4
474,19900208_094239,11.1,-14.8194833,8.47621667,86
486,19900208_094259,8.4,-14.083935,8.25699,112.3
1,19900208_094333,0,-14.6128167,8.36797333,28.6
474,19900208_094339,11,-14.8149667,8.47638333,86
272,19900208_094354,0,-14.6124267,8.36711667,30.1
272,19900208_094432,0,-14.61246,8.36711167,30.6
474,19900208_094439,10.9,-14.8103333,8.47661667,85
1,19900208_094453,0,-14.6128583,8.36799667,26.7
486,19900208_094518,8.6,-14.0763933,8.254835,114.1
133,19900208_094608,13,-14.67476,8.45991667,114.5
486,19900208_094618,8.5,-14.0730917,8.25388,112.4
133,19900208_111327,12,-14.279645,8.33525,114.1
1,19900208_111544,0,-14.6128283,8.36799333,18.8
136,19900208_111545,11.9,-14.0583817,8.32804833,292.1
485,19900208_111616,13.6,-14.8907317,8.31699833,33.3
474,19900208_111619,9.9,-14.4335,8.38275,111
485,19900208_111637,14.3,-14.889655,8.31808833,32
133,19900208_111709,12.1,-14.26273,8.33023833,113.4
272,19900208_111722,0,-14.6124267,8.36710667,15.2
1,19900208_111724,0,-14.6128333,8.36798333,19.1
474,19900208_111729,9.9,-14.42795,8.38118333,113
905,19900208_111749,13.3,-13.9746333,8.30308333,293.4
133,19900208_111809,12.1,-14.2580883,8.32890333,113.5
905,19900208_111809,13.2,-13.9762833,8.30353333,293.2
272,19900208_111822,0,-14.6124383,8.36709833,4.6
474,19900208_111929,10,-14.4208833,8.37905,114
474,19900208_112058,10,-14.4150667,8.37733333,113
362,19900208_164335,12.4,-13.9642233,8.298655,292.1
362,19900208_164357,12.5,-13.9659083,8.29908667,292.2
24,19900208_164515,15.4,-14.844395,8.50805167,271
39,19900208_164527,13.1,-13.94605,8.23656667,113
24,19900208_164539,15.3,-14.84702,8.50808167,271
435,19900208_164546,15.7,-14.7009333,8.50354667,288.4
954,19900208_164546,15.2,-14.4901767,8.44701333,294.6
39,19900208_164547,13.1,-13.9442,8.23601667,113
580,19900208_164553,12.7,-14.794455,8.47509333,90.6
39,19900208_164606,13.1,-13.9427833,8.23558333,113
24,19900208_164615,15.5,-14.8507667,8.50813167,271
39,19900208_164626,13.2,-13.9411,8.2351,113
435,19900208_164633,15.6,-14.7059183,8.50454333,285.2
954,19900208_164634,15.2,-14.494815,8.44840167,294.2
24,19900208_164639,15.4,-14.85343,8.508165,271
435,19900208_164646,15.6,-14.7071867,8.50473833,283
580,19900208_164653,12.6,-14.7891617,8.47503333,90.7
435,19900208_164658,15.7,-14.7084633,8.50491667,281.6
39,19900208_164706,13.2,-13.9375667,8.23405,113
24,19900208_164715,15.3,-14.8571933,8.50823167,271
435,19900208_164721,15.5,-14.711025,8.50519667,279.4
954,19900208_164723,15.1,-14.4995767,8.44979833,293.8
39,19900208_164726,13.2,-13.9358833,8.23355,113
272,19900208_164734,0,-14.6124283,8.36707333,266.3
435,19900208_164734,15.6,-14.71231,8.50531667,277.9
954,19900208_164735,15.2,-14.5006383,8.45010333,293.7
24,19900208_164740,15.3,-14.85985,8.50828167,271
435,19900208_164746,15.6,-14.713605,8.50544,277.7
24,19900208_164751,15.2,-14.861015,8.50829833,271
435,19900208_164752,15.6,-14.71425,8.50550167,277.7
362,19900208_164757,12.4,-13.9849583,8.30429667,291.4
435,19900208_164758,15.6,-14.7149,8.50555167,277.7
39,19900208_164807,13.2,-13.9326333,8.23253333,115
597,19900208_164809,21.8,-14.2948833,8.34155,114
272,19900208_164814,0,-14.6124517,8.36708167,239.4
362,19900208_164818,12.4,-13.9866517,8.30475333,291.4
435,19900208_164822,15.6,-14.7174817,8.505775,277.2
272,19900208_164834,0,-14.6124517,8.36712833,269.2
435,19900208_164834,15.7,-14.7187767,8.505895,277.6
362,19900208_164837,12.4,-13.988175,8.30517333,291.9
24,19900208_164840,15.3,-14.866285,8.50838167,271
435,19900208_164846,15.7,-14.7200717,8.50603167,278.4
954,19900208_164847,15.2,-14.5076517,8.45211833,293
24,19900208_164851,15.4,-14.8673867,8.50839833,272
362,19900208_164857,12.4,-13.98977,8.30560167,292.9
597,19900208_164857,21.9,-14.2884,8.33955,115
435,19900208_164858,15.8,-14.7213667,8.50617833,279.2
954,19900208_164859,15.3,-14.50892,8.452475,293.1
597,19900208_164909,21.9,-14.28675,8.33903333,114
954,19900208_164911,15.2,-14.51009,8.45281167,293.3
1,19900208_164914,0,-14.61282,8.36797333,233
362,19900208_164917,12.4,-13.9914333,8.306065,293.5
597,19900208_164932,21.8,-14.28345,8.33801667,115
435,19900208_164934,15.7,-14.7252633,8.50658667,279.3
435,19900208_164946,15.7,-14.7265617,8.50671333,278
954,19900208_164946,15.2,-14.5135083,8.4538,293.6
272,19900208_164953,0,-14.6124667,8.36712167,228
1,19900208_164953,0,-14.61283,8.36797167,229.7
580,19900208_164954,12.6,-14.7734133,8.47495,91.4
362,19900208_164957,12.4,-13.9945417,8.30695,293.3
435,19900208_164958,15.7,-14.7278567,8.50681667,276.4
954,19900208_164959,15.3,-14.514775,8.454165,293.5
597,19900208_165009,21.7,-14.2783833,8.33646667,114
954,19900208_165011,15.3,-14.51594,8.45451,294
24,19900208_165015,15.4,-14.8764667,8.50853167,270
597,19900208_165020,21.7,-14.2773,8.33611667,115
39,19900208_165026,13.2,-13.9211333,8.2289,116
24,19900208_165027,15.4,-14.8777817,8.508565,271
1,19900208_165034,0,-14.612825,8.367965,263.9
954,19900208_165046,15.3,-14.5193433,8.45551833,293.6
39,19900208_165119,12.6,-13.9168,8.22758333,109
597,19900208_170308,21.6,-14.1735167,8.30206667,116
597,19900208_170308,21.6,-14.1735167,8.30206667,116
597,19900208_170332,21.5,-14.1702833,8.30101667,115
597,19900208_170332,21.5,-14.1702833,8.30101667,115
1,19900208_170334,0,-14.6128333,8.36798167,249
1,19900208_170334,0,-14.6128333,8.36798167,249
597,19900208_170344,21.5,-14.1686667,8.3005,115
597,19900208_170344,21.5,-14.1686667,8.3005,115
597,19900208_170356,21.5,-14.1666333,8.29983333,115
597,19900208_170356,21.5,-14.1666333,8.29983333,115
1,19900208_170414,0,-14.6128333,8.36797167,318.7
1,19900208_170414,0,-14.6128333,8.36797167,318.7
24,19900208_170415,15.8,-14.9673533,8.50943167,270
24,19900208_170415,15.8,-14.9673533,8.50943167,270
597,19900208_170432,21.6,-14.1617667,8.29826667,115
597,19900208_170432,21.6,-14.1617667,8.29826667,115
272,19900208_170433,0,-14.61243,8.36708167,317.5
272,19900208_170433,0,-14.61243,8.36708167,317.5
1,19900208_170434,0,-14.6128317,8.36798833,298.8
1,19900208_170434,0,-14.6128317,8.36798833,298.8
362,19900208_170436,12.3,-14.0644267,8.32626167,291.4
362,19900208_170436,12.3,-14.0644267,8.32626167,291.4
597,19900208_170444,21.6,-14.1601333,8.29775,115
847,19900208_170445,9.7,-14.3290883,8.400205,291.7
272,19900208_170452,0,-14.612435,8.367045,306.3
597,19900208_170456,21.6,-14.1585167,8.29721667,116
362,19900208_170456,12.4,-14.0660217,8.32668167,291.6
471,19900208_170509,0,-14.613165,8.368545,271.9
435,19900208_170510,16,-14.8282567,8.509555,271.5
24,19900208_170515,15.7,-14.9738783,8.50948333,270
362,19900208_170517,12.4,-14.0677017,8.32712833,292.2
597,19900208_170520,21.7,-14.1554,8.29618333,116
847,19900208_170524,9.7,-14.331515,8.40087833,292.8
435,19900208_170534,15.9,-14.83091,8.509615,272.6
362,19900208_170536,12.4,-14.0692167,8.32754833,292.6
24,19900208_170540,15.5,-14.97666,8.509515,270
847,19900208_170545,9.7,-14.3328117,8.40124667,293
39,19900208_170546,13.4,-13.8388167,8.2263,89
24,19900208_170551,15.6,-14.97786,8.50954833,271.1
272,19900208_170552,0,-14.6124317,8.36708667,14.7
1,19900208_170554,0,-14.612835,8.36797667,331.4
954,19900208_170558,15.7,-14.610675,8.48011833,290.6
39,19900208_170627,13.4,-13.8350167,8.2263,90
435,19900208_170634,15.8,-14.8375567,8.509785,272.7
847,19900208_170645,9.7,-14.3365517,8.40228167,292.3
39,19900208_170646,13.3,-13.8331667,8.22626667,91
24,19900208_170651,15.1,-14.984355,8.50936167,261.4
24,19900208_170651,15.1,-14.984355,8.50936167,261.4
272,19900208_170652,0,-14.612455,8.36709167,304.9
272,19900208_170652,0,-14.612455,8.36709167,304.9
24,19900208_170703,15.1,-14.98561,8.50918167,258.4
24,19900208_170703,15.1,-14.98561,8.50918167,258.4
24,19900208_170707,15,-14.9860317,8.50912833,256.4
24,19900208_170707,15,-14.9860317,8.50912833,256.4
1,19900208_170714,0,-14.6128467,8.36798667,337.9
1,19900208_170714,0,-14.6128467,8.36798667,337.9
24,19900208_170715,15,-14.9867283,8.50901,254.4
24,19900208_170715,15,-14.9867283,8.50901,254.4
24,19900208_170727,14.9,-14.9879933,8.50872667,250.3
24,19900208_170727,14.9,-14.9879933,8.50872667,250.3
24,19900208_170731,14.5,-14.98837,8.508625,249.3
24,19900208_170731,14.5,-14.98837,8.508625,249.3
39,19900208_170747,13.3,-13.8277,8.22618333,90
39,19900208_170747,13.3,-13.8277,8.22618333,90
847,19900208_183306,9.3,-14.6508033,8.48709167,291.1
68,19900208_183307,13.7,-14.6964,8.46525,116
272,19900208_183312,0,-14.6124317,8.36713,356.1
588,19900208_183325,15.4,-14.8987917,8.48001667,87.9
588,19900208_183336,15.5,-14.89761,8.48003,87.2
272,19900208_184112,0,-14.61246,8.36708167,324
272,19900208_184112,0,-14.61246,8.36708167,324
588,19900208_184412,15.7,-14.8221183,8.48156667,85.8
588,19900208_184449,15.7,-14.8180667,8.48169,86.5
847,19900208_190445,8,-14.7656033,8.51274167,278.3
1,19900208_190453,0,-14.6128517,8.36798667,221.9
1,19900208_190534,0,-14.6128883,8.36791333,216.1
847,19900208_190605,7.9,-14.770065,8.513175,277.2
68,19900208_195815,13.5,-14.2444167,8.32455,116
847,19900208_195845,8.3,-14.9457067,8.510005,266.2
580,19900208_195853,11.2,-13.906795,8.22336,91.3
268,19900208_195910,13.8,-14.0420133,8.357335,112
272,19900208_195933,0,-14.612485,8.36709167,359.6
68,19900208_195936,13.5,-14.2375667,8.32231667,116
588,19900208_200014,12,-14.4155883,8.38292167,113.9
68,19900208_200016,13.5,-14.2343667,8.32126667,116
362,19900208_200017,11.9,-14.8860933,8.50865833,268.7
272,19900208_200033,0,-14.6124117,8.367105,354.2
68,19900208_200037,13.5,-14.2326,8.32068333,116
1,19900208_200054,0,-14.612835,8.36799667,9.7
580,19900208_200054,11.3,-13.897455,8.22323333,91.4
917,19900208_200100,12.1,-14.9650683,8.47693667,89.1
272,19900208_200113,0,-14.61246,8.36707833,10.3
588,19900208_200114,12.1,-14.411045,8.38145167,113.6
68,19900208_200116,13.5,-14.2294,8.31963333,116
362,19900208_200117,11.9,-14.8910767,8.50862,270
1,19900208_200125,0,-14.612845,8.36799333,358.9
68,19900208_200125,13.5,-14.2283833,8.31928333,116
362,19900208_200127,11.9,-14.8919017,8.50861667,270
268,19900208_200130,14.1,-14.0290167,8.35453,105.7
272,19900208_200133,0,-14.612445,8.36706833,7.1
362,19900208_200137,11.9,-14.8928067,8.50861333,270.2
1,19900208_200144,0,-14.6128383,8.36797167,6.5
272,19900208_200153,0,-14.612465,8.367115,358.1
68,19900208_200157,13.5,-14.22585,8.31845,116
272,19900208_200233,0,-14.6124433,8.367085,9.2
68,19900208_200237,13.5,-14.2225667,8.31738333,115
362,19900208_200237,11.9,-14.8978033,8.50859833,269.8
847,19900208_200245,8.4,-14.959655,8.50970333,268.3
588,19900208_200253,12.2,-14.40345,8.37906167,113.1
272,19900208_200253,0,-14.6124467,8.36709833,14.5
1,19900208_200253,0,-14.6128717,8.367985,6.4
68,19900208_200258,13.5,-14.2207,8.31676667,115
917,19900208_200300,12.2,-14.954905,8.47695167,88.5
272,19900208_200304,0,-14.6124683,8.36707833,10.9
847,19900208_200306,8.4,-14.9608167,8.50965833,266.1
917,19900208_200308,12.4,-14.9541333,8.47695167,87.9
68,19900208_200316,13.5,-14.2191667,8.31628333,115
362,19900208_200318,12,-14.9010417,8.50859833,270.6
272,19900208_200324,0,-14.61246,8.36705167,18.5
1,19900208_200325,0,-14.612855,8.36795167,359.1
847,19900208_200326,8.4,-14.9620383,8.50961333,267.2
580,19900208_200334,11.4,-13.8848833,8.223005,91
68,19900208_200337,13.6,-14.2174,8.3157,116
68,19900208_200348,13.6,-14.2164667,8.3154,116
272,19900208_200353,0,-14.612435,8.36703833,13.9
1,19900208_200354,0,-14.61285,8.36795333,5.4
268,19900208_200354,13.8,-14.0156717,8.35188167,105.3
68,19900208_200358,13.6,-14.2157,8.31513333,116
588,19900208_200404,12.3,-14.397945,8.37735167,115.1
272,19900208_200404,0,-14.6124283,8.367065,356.1
268,19900208_200406,13.9,-14.014555,8.35166,105.1
1,19900208_200414,0,-14.6128717,8.367975,4.8
362,19900208_200418,12,-14.90604,8.508565,270.3
272,19900208_200424,0,-14.6124283,8.367075,356.7
847,19900208_200426,8.4,-14.9655383,8.50946,266.4
362,19900208_200428,12,-14.9068717,8.50857167,270.7
917,19900208_200429,12.4,-14.9471667,8.477035,91.5
272,19900208_200434,0,-14.6124133,8.36704833,3.6
847,19900208_200436,8.4,-14.9661217,8.50942333,265.4
68,19900208_200437,13.6,-14.2124,8.31405,116
272,19900208_200444,0,-14.6124233,8.36707167,14.1
588,19900208_200444,12.3,-14.3948483,8.37635167,114.3
1,19900208_200445,0,-14.6128517,8.36798,357.5
68,19900208_200446,13.6,-14.2117167,8.31381667,116
272,19900208_200453,0,-14.6124233,8.36708667,20.3
1,19900208_200453,0,-14.6128367,8.36798667,2.5
268,19900208_200454,13.7,-14.0101,8.35079833,109.3
847,19900208_200455,8.4,-14.9672367,8.50935667,265.2
68,19900208_200456,13.6,-14.2108667,8.31353333,116
917,19900208_200500,12.5,-14.9445883,8.47705,91
588,19900208_200504,12.5,-14.39329,8.37584833,114.2
272,19900208_200504,0,-14.6124067,8.36708,24.1
847,19900208_200505,8.4,-14.967825,8.50932667,266.1
268,19900208_200506,14,-14.0089783,8.35057167,107.9
917,19900208_200508,12.4,-14.943805,8.477055,91.6
471,19900208_200510,0,-14.61317,8.36854667,275.6
268,19900208_200512,13.7,-14.0084233,8.35046667,104.4
580,19900208_200513,11.4,-13.876985,8.22290167,90.2
588,19900208_200513,12.4,-14.3925883,8.37562333,114.6
362,19900208_200517,11.9,-14.91103,8.50860167,271.6
272,19900208_200524,0,-14.6124317,8.36707333,13.4
847,19900208_200526,8.4,-14.9690533,8.50924333,264
68,19900208_200526,13.6,-14.2081667,8.31263333,116
588,19900208_200533,12.4,-14.3910217,8.37512,115
272,19900208_200533,0,-14.612455,8.36709167,11.7
847,19900208_200536,8.4,-14.9696383,8.50920667,264.4
68,19900208_200537,13.6,-14.2074,8.31238333,116
1,19900208_200545,0,-14.61288,8.36799833,1.1
68,19900208_200546,13.6,-14.2065667,8.3121,116
917,19900208_200550,12.4,-14.940255,8.47708167,89.3
272,19900208_200553,0,-14.6124917,8.36708,357.3
588,19900208_200553,12.5,-14.3894533,8.37461833,115.1
1,19900208_200553,0,-14.612835,8.36799,1.7
268,19900208_200554,13.9,-14.00451,8.349705,107.3
68,19900208_200556,13.6,-14.2057167,8.31181667,116
917,19900208_200600,12.5,-14.93939,8.47709,89.1
268,19900208_200600,14.2,-14.0039433,8.349595,105.1
272,19900208_200604,0,-14.6124933,8.36709,3.8
847,19900208_200605,8.5,-14.9712783,8.50911,265.1
68,19900208_200606,13.6,-14.2048667,8.31153333,116
917,19900208_200608,12.5,-14.9386017,8.47709833,87.4
580,19900208_200613,11.4,-13.87222,8.22288333,90.9
272,19900208_200613,0,-14.6124733,8.36709167,4.8
1,19900208_200614,0,-14.6128117,8.368,1
68,19900208_200615,13.6,-14.2040333,8.31125,116
847,19900208_200616,8.5,-14.9719883,8.50907167,265.3
362,19900208_200617,11.9,-14.916005,8.50882333,273.9
580,19900208_200623,11.4,-13.8714167,8.22289,90.6
272,19900208_200623,0,-14.6124683,8.36707333,1.5
68,19900208_200626,13.6,-14.2031833,8.31098333,116
272,19900208_200633,0,-14.6125133,8.36705333,358.5
580,19900208_200633,11.4,-13.87062,8.22288167,90.5
1,19900208_200634,0,-14.6128317,8.36797333,3.1
847,19900208_200636,8.4,-14.9731667,8.50900833,265.6
362,19900208_200638,11.9,-14.9177417,8.508915,275.1
268,19900208_200642,14,-13.9999083,8.34881667,107.3
580,19900208_200653,11.5,-13.8690233,8.22286333,91.2
68,19900208_200655,13.6,-14.20065,8.31011667,116
362,19900208_200657,11.9,-14.919395,8.50902,275.8
272,19900208_200704,0,-14.612485,8.36709,359.2
1,19900208_200704,0,-14.6128667,8.36796,356.1
847,19900208_200704,8.5,-14.974825,8.50892333,264.6
68,19900208_200705,13.6,-14.1998,8.30983333,116
362,19900208_200707,11.9,-14.92021,8.50905,275.4
580,19900208_200712,11.5,-13.8674283,8.222855,90.9
588,19900208_200713,12.5,-14.383155,8.37260167,113.7
1,19900208_200714,0,-14.61287,8.36797167,0.8
68,19900208_200715,13.6,-14.19895,8.30956667,116
362,19900208_200717,11.9,-14.92096,8.509095,275.5
68,19900208_200735,13.6,-14.19735,8.30901667,116
847,19900208_200736,8.5,-14.9767133,8.508835,266.3
268,19900208_200742,14.2,-13.9942783,8.34772667,108.3
272,19900208_200752,0,-14.6124883,8.36710333,7.6
580,19900208_200753,11.5,-13.8642333,8.22284167,90.8
268,19900208_200754,14.2,-13.9932483,8.34752333,104.5
68,19900208_200756,13.6,-14.1956667,8.30845,116
362,19900208_200758,11.9,-14.92438,8.509305,275.6
847,19900208_200805,8.5,-14.9783683,8.50876167,267.5
68,19900208_200806,13.6,-14.1948167,8.30816667,116
268,19900208_200806,14,-13.9921083,8.34730667,108
576,19900208_200811,0,-14.613085,8.368845,311.6
68,19900208_200816,13.6,-14.1939667,8.30788333,116
847,19900208_200826,8.5,-14.979675,8.50869667,265.6
68,19900208_200826,13.6,-14.1929667,8.30755,116
1,19900208_200834,0,-14.6128383,8.36797833,0.2
68,19900208_200836,13.6,-14.1921167,8.30726667,116
917,19900208_200838,12.9,-14.9254483,8.47722667,88.3
362,19900208_200838,12,-14.9277233,8.50949167,274.4
272,19900208_200853,0,-14.6124683,8.3671,359.8
268,19900208_200854,14.1,-13.9875833,8.34640167,105.3
68,19900208_200856,13.6,-14.1904333,8.3067,116
268,19900208_200906,14.1,-13.9864483,8.34617,104.8
580,19900208_200913,11.6,-13.8578467,8.22283333,90.5
68,19900208_200916,13.6,-14.1888167,8.30616667,116
917,19900208_200919,12.9,-14.9219067,8.47729333,85.9
362,19900208_200938,12,-14.932725,8.50964833,273.4
68,19900208_200956,13.6,-14.1854167,8.30505,116
847,19900208_201004,8.6,-14.9855167,8.50848333,265.9
68,19900208_201016,13.6,-14.1837333,8.30448333,116
917,19900208_201018,12.8,-14.916575,8.47741,88.1
268,19900208_201030,14.2,-13.9785133,8.34450833,110.1
68,19900208_201036,13.6,-14.1820333,8.3039,116
362,19900208_201038,12,-14.93775,8.50984667,274.5
847,19900208_201104,8.6,-14.9891067,8.508375,267.3
576,19900208_201111,0,-14.613085,8.368845,191.9
588,19900208_201113,12.7,-14.364,8.36652,113.8
268,19900208_201129,14.2,-13.9728367,8.34338333,106.9
268,19900208_201142,14,-13.9716117,8.34314,108.6
268,19900208_201154,14.2,-13.9705733,8.34293667,107
1,19900208_201154,0,-14.61285,8.36797833,351.5
362,19900208_201156,12.1,-14.94443,8.510225,274.6
580,19900208_201212,11.6,-13.8433233,8.2227,90.6
588,19900208_201213,12.7,-14.3592283,8.36495333,112.7
847,19900208_201224,8.6,-14.9939517,8.50815333,264.9
68,19900208_201235,13.7,-14.17185,8.30043333,117
272,19900208_201242,0,-14.6124383,8.36706,6.9
362,19900208_201246,12.2,-14.9486717,8.51043833,274.4
917,19900208_201248,12.6,-14.90323,8.477505,88.9
362,19900208_201257,12.3,-14.94952,8.51048,274.9
917,19900208_201258,12.7,-14.9024467,8.47749833,87.9
68,19900208_201733,13.7,-14.14615,8.29196667,114
68,19900208_201833,13.7,-14.14085,8.29035,114
362,19900208_201836,12.4,-14.9786567,8.51214667,275.4
588,19900208_202151,12.7,-14.3129833,8.350145,113.8
588,19900208_202151,12.7,-14.3129833,8.350145,113.8
268,19900208_203710,8.4,-13.83021,8.312585,90
268,19900208_203930,11.1,-13.82263,8.312335,105.5
68,19900208_204147,13.6,-14.0206667,8.25353333,114
68,19900208_204247,13.7,-14.0156,8.25195,114
268,19900208_204338,13.6,-13.80056,8.30714833,110.6
244,19900208_214204,6.6,-13.8235817,8.31907667,274.9
422,19900208_214210,12.5,-13.9748333,8.30345,292
917,19900208_214218,13.6,-14.4408317,8.38693333,114.9
422,19900208_214220,12.6,-13.9754833,8.30363333,292
1,19900208_214224,0,-14.6128333,8.36796,19.9
422,19900208_214230,12.6,-13.9763667,8.30388333,292
422,19900208_214240,12.5,-13.97725,8.30413333,292
422,19900208_214249,12.6,-13.9778167,8.30428333,292
422,19900208_214310,12.6,-13.9795167,8.30481667,293
917,19900208_214318,13.5,-14.435715,8.38533,114.9
422,19900208_214319,12.6,-13.9804167,8.30508333,293
422,19900208_214330,12.6,-13.9811333,8.30528333,293
244,19900208_214332,7.4,-13.8277917,8.31948667,280.4
438,19900208_214332,12,-14.0667417,8.32802833,292.8
588,19900208_214336,14.8,-13.85943,8.22322,88.3
1,19900208_214345,0,-14.6128883,8.36798667,26.8
588,19900208_214347,14.8,-13.8582967,8.22321833,88.2
471,19900208_214409,0,-14.613165,8.36855167,42.3
422,19900208_214409,12.6,-13.9843833,8.30618333,292
917,19900208_214418,13.4,-14.43062,8.383745,115.2
422,19900208_214419,12.6,-13.9853,8.30638333,292
248,19900208_214423,0.2,-13.80134,8.995225,4.5
272,19900208_214424,0,-14.6124267,8.36708167,17.6
422,19900208_214430,12.5,-13.9862667,8.3066,291
272,19900208_214433,0,-14.6124267,8.36707667,21.2
248,19900208_214434,0.2,-13.8013383,8.99523167,13.9
248,19900208_214442,0.2,-13.801335,8.99523833,13.8
272,19900208_214454,0,-14.6124433,8.367075,21.5
1,19900208_214454,0,-14.6128483,8.36790667,23.7
1,19900208_214504,0,-14.6128417,8.367915,18.1
917,19900208_214509,13.3,-14.426295,8.38244833,114.2
588,19900208_214512,15,-13.849495,8.22327,88.1
272,19900208_214512,0,-14.6124367,8.36708667,18.6
588,19900208_214517,14.9,-13.8488683,8.22327,88.4
272,19900208_214524,0,-14.6124533,8.36709333,21.9
917,19900208_214540,13.2,-14.4237767,8.38171333,114.2
422,19900208_214549,12.6,-13.9926,8.30831667,292
272,19900208_214555,0,-14.6124433,8.36709833,30
272,19900208_214604,0,-14.6124383,8.36709833,41.5
422,19900208_214610,12.6,-13.99415,8.30875,292
588,19900208_214612,15,-13.8432333,8.22326667,88.3
438,19900208_214612,12,-14.07917,8.331575,292.9
272,19900208_214613,0,-14.6124517,8.36709167,59
248,19900208_214614,4.6,-13.80115,8.99432333,149.4
588,19900208_214618,15,-13.8426067,8.22326333,88.2
422,19900208_214619,12.6,-13.9948833,8.30895,292
917,19900208_214640,13,-14.41882,8.38021667,115.4
272,19900208_214645,0,-14.6124517,8.367085,63.2
272,19900208_214655,0,-14.612455,8.36709833,60.7
248,19900208_214704,0.5,-13.800745,8.99393833,126.9
422,19900208_214710,12.7,-13.999,8.31011667,293
588,19900208_214711,15,-13.83707,8.22325667,88.5
422,19900208_214719,12.6,-13.9997333,8.31031667,293
917,19900208_214719,12.9,-14.4155783,8.37919167,114.8
1,19900208_214724,0,-14.6128367,8.36796167,17.7
1,19900208_214734,0,-14.61285,8.36797167,20.5
248,19900208_214734,0.8,-13.800625,8.99388833,121
588,19900208_214741,15.1,-13.8339533,8.22324167,88.6
248,19900208_214743,0.8,-13.8005783,8.99386833,122.3
1,19900208_214754,0,-14.6128517,8.36795833,20.4
248,19900208_214804,0.8,-13.8004733,8.993815,129.9
588,19900208_214811,15,-13.830815,8.22322667,88.8
